,,▲,コンビニ（エリア担当）,"・増えない所得に加え、４月１日から改定される医療保険料の個人負担率増加は、目的買いの多いコンビニエンスストアでは、低水準化している客単価を更に低くすると懸念される。
・必要なものしか購入しないという傾向があり、食品・菓子の新商品の販売数の動きが前年に比べて鈍くなっている。",
,,▲,コンビニ（エリア担当）,・イラク情勢の影響で、既に修学旅行のキャンセルが出始めており、観光客の動向を考えるとやや不安である。,
,,▲,乗用車販売店（総務担当）,・イラク情勢の影響により、景気は悪化する。,
,,▲,その他飲食［居酒屋］（経営者）,"・毎日流れる戦争の悲惨な映像をみていると、どんちゃんさわぎをする雰囲気にはならない。戦争の早期終結を祈るばかりである。
・限定ではあるが、料理一品50円という居酒屋ができてきた。",
,,▲,観光型ホテル（副支配人）,・イラク情勢や北朝鮮の不安材料による影響が少しずつ出てきている。,
,,▲,旅行代理店（経営者）,・イラク情勢の影響から、海外旅行中心とした出控え現象があり、また、修学旅行等に一部取り消しが出てきつつある。,
,,▲,観光名所（職員）,・イラク情勢に関連して予約の取り消しが発生している。,
,,▲,ゴルフ場（経営者）,・テロによる沖縄への恐怖感が残ることにより、観光客の減少が続き、景気はやや悪くなる。,
,,×,商店街（代表者）,"・商店街の中心部も空き店舗が増加しつつあり、次の店舗がなかなか入らない。
・観光客は商店街に多いものの、あまり購入しない。地元の客は外周部の大型店に移行しているため、商店街の小売店の売上は減少する。",
,,×,その他専門店［楽器］（経営者）,"・イラク情勢が長引くと、基地を抱える沖縄への観光客は減少する。
・一昨年の米国テロの影響がなくなった矢先の今回の出来事の、今後の影響が懸念される。",
,,×,都市型ホテル（スタッフ）,"・イラク情勢の影響で、既に宿泊のキャンセルが出始めており、早期終結の見込みがなければ今後もキャンセルが増加する。
・地元の飲食等も伸びておらず、今後はかなりの落ち込みが予想される。",
,,×,都市型ホテル（マーケティング担当）,・米国テロの際は、エージェントなどによるテロ支援策に加えて、旅行シーズンが重なったこともあり、思っていた以上に回復が早く感じられたが、イラク情勢の影響は４、５、６月の県内旅行シーズンのオフ期と重なる可能性が大きいことから、回復は長引くものと予想される。,
"企業
動向
関連

(沖縄)",,◎,－,－,
,,○,＊,＊,
,,□,建設業（経営者）,・現在の引き合い件数が、２、３か月先の受注量に結びつくのだが、引き合い件数は減少している。,
,,▲,通信業（営業担当）,・イラク情勢により米軍基地への出入りが制限され、現在進行中の案件の延期等が予想される。,
,,▲,不動産業（支店長）,・イラク情勢で沖縄の景気が悪くなる兆しがみられる。,
,,×,輸送業（営業担当）,・イラク情勢の影響により、団体客の荷物輸送依頼にキャンセルが出るなど悪くなる。,
,,×,通信業（従業員）,・在沖米軍の市場を考慮すると、長期化が懸念されるイラク情勢の影響が気になる。,
"雇用
関連

(沖縄)",,◎,－,－,
,,○,－,－,
,,□,人材派遣会社（経営者）,・３か月後については、引き続き新たな需要があるのか不透明である。今より悪くはならないだろうが、良くなる見込みもない。,
,,▲,人材派遣会社（営業担当）,・例年ならば3月は大幅に求人求職数の増加があるのだが今年は微増にとどまっている。,
,,▲,求人情報誌製作会社（経営者）,・イラク情勢の影響は避けられず、観光産業なども含めた色々な分野で影響が出る。戦争がどう終結していくのか、また新たな展開があるのか、それによっても影響が出てくる。経済問題だけでなく、戦争を終わらせないといけない。,
,,▲,職業安定所（職員）,"・好条件を求め、雇用保険受給者が滞留し、長期化している。
・雇用保険の適用事業所の廃止件数が前年比で増加している。",
